                     Tgps                       OH                      HO2               J_CH3COCH3                 J_CH3CHO               J_CH3COCHO                 J_CH3OOH                   J_COH2                   J_H2O2                   J_CHOH                   J_HONO                   J_HNO3                   J_HNO4                    J_N2O                   J_N2O5                    J_NO2                   J_NO2O                   J_NOO2                    J_O1D                    J_O3P                    J_PAA                    J_PAN                    J_s10                    J_s18                    J_s19                    J_s20                    J_s21                    J_s25                    J_s27                    J_s28                    J_s29                    J_s30                    J_s31                    J_s32                    J_s33                    J_s34                    J_s35                    J_s36                    J_s37                    J_s38                    J_s39                    J_s40                    J_s41                    J_s42                    J_s43                    J_s44                    J_s45                    J_s46                    J_s47                    J_s48                    J_s49                    J_s50                    J_s51                    J_s52                    J_s53                    J_s54                    J_s55                     J_s7                     J_s9                       O3                     H2O2                   CH3OOH         temp                      CASH_RH                   CASH_T                 DriftAng                      H2O                  Heading                 Latitude                 Longitud                  Mix_ppm              Mix_ppm_old                    P_KAB                   press                     RHI__                     RH__                 RH_old__                      SAT                      TAS                    T_KAB                    U_28V          Uncertainty__RH          Uncertainty_ppm                  WindAng                 WindSpee                      alt                       NO                     H2CO                    CH3OH                   CH3CHO                 CH3COCH3                  CH3COOH                     ISOP                      MVK                      MEK                      CH4                       H2
      200.525130895862160                      0.0                      0.0        0.000000304568431        0.000002481996821        0.000049079119301        0.000002507487593        0.000021031865895        0.000003275241776        0.000014224639917        0.000908258594268        0.000000301437988        0.000002191993302        0.000000000000000        0.000020213094128        0.004125521836365        0.081104301624631        0.010336115327050        0.000015427250005        0.000203202849169        0.000002507487593        0.000000340675238        0.000000000000000        0.000000000004867        0.000000000000000        0.000008607028311        0.000034461494224        0.000000428462123        0.000000000000000        0.000019120073780        0.000003831659852        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000178183288669        0.000436386489734        0.000000000000000        0.000000600888850        0.000000000000000        0.000000000000000        0.000000001010000        0.000000000000001        0.000000000758950        0.000000000000000                      0.0                      0.0                      0.0    303.27722            5.067175955070767        5.506780607759190        0.000000000000000        0.020251553337270    21778.911392707756000  4877284.815291800500000   808247.446149745610000    20251.553337270456000    21274.464613342901000    99688.184569034565000    99925.967028889529000       47.855178149049770       47.300308995730198       49.689255529176691        0.000000000000000        0.000000000000000     3370.380670080433900      274.006801774385790        5.000000000000000     2140.709294378322700        0.000000000000000        0.000000000000000      115.039910024991490                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0        0.000001800000000        0.000000600000000
      200.525960013494940                      0.0                      0.0        0.000000306301203        0.000002494704018        0.000049412194468        0.000002524076958        0.000021178829761        0.000003295617856        0.000014323147705        0.000914214184307        0.000000303212473        0.000002204122757        0.000000000000000        0.000020318345237        0.004152989339794        0.081673222570296        0.010427239648007        0.000015499131097        0.000204624363186        0.000002524076958        0.000000342857210        0.000000000000000        0.000000000004864        0.000000000000000        0.000008657278599        0.000034709853168        0.000000430772503        0.000000000000000        0.000019245216786        0.000003854025594        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000179357702258        0.000439097975184        0.000000000000000        0.000000604261353        0.000000000000000        0.000000000000000        0.000000001011124        0.000000000000001        0.000000000759509        0.000000000000000                      0.0                      0.0                      0.0    303.38574            5.049511832666977        5.512261296479532        0.000000000000000        0.020296866594690    21778.412762787400000  4877284.328442795200000   808240.305925996860000    20296.866594689993000    21320.624824664657000    99688.651701100505000    99924.588442104781000       47.657665862694394       47.109158680846079       49.485286038807565        0.000000000000000        0.000000000000000     3379.076919621368700      274.006733360397220        5.000000000000000     2154.246572534989400        0.000000000000000        0.000000000000000      115.155793269387320                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0        0.000001800000000        0.000000600000000
      200.526780884828670                      0.0                      0.0        0.000000336129960        0.000002737979472        0.000054313996841        0.000002772022250        0.000023280405331        0.000003620768151        0.000015727343664        0.001004827870719        0.000000332886837        0.000002419414041        0.000000000000000        0.000022311736653        0.004565038539743        0.089789168629378        0.011450255135233        0.000017015530326        0.000225011276078        0.000002772022250        0.000000376440591        0.000000000000000        0.000000000005305        0.000000000000000        0.000009502678988        0.000038147895871        0.000000472840720        0.000000000000000        0.000021141335246        0.000004233101558        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000197036584668        0.000482614947393        0.000000000000000        0.000000663320839        0.000000000000000        0.000000000000000        0.000000001106362        0.000000000000001        0.000000000829484        0.000000000000000                      0.0                      0.0                      0.0    303.41992            5.043864726938649        5.513919477351984        0.000000000000000        0.020309348019263    21777.378441767887000  4877296.921272384900000   808231.805172550140000    20309.348019262990000    21333.284610110975000    99688.584959479835000    99923.100389895786000       47.594594144807999       47.047705078991392       49.419677385326089        0.000000000000000        0.000000000000000     3397.611189562586800      274.036980743775700        5.000000000000000     2158.397636481480700        0.000000000000000        0.000000000000000      115.283753232623920                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0        0.000001800000000        0.000000600000000
      200.527606403212050                      0.0                      0.0        0.000000423913878        0.000003454141407        0.000068603411528        0.000003500056522        0.000029389609633        0.000004571318873        0.000019861636377        0.001269207919286        0.000000419960340        0.000003052749307        0.000000000000000        0.000028170397222        0.005765763826404        0.113442603992389        0.014482601328145        0.000021460720440        0.000284147493588        0.000003500056522        0.000000475065345        0.000000000000000        0.000000000006652        0.000000000000000        0.000011990569831        0.000048186904959        0.000000596579965        0.000000000000000        0.000026701822463        0.000005343165088        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000248915371864        0.000609531186825        0.000000000000000        0.000000836860578        0.000000000000000        0.000000000000000        0.000000001390861        0.000000000000001        0.000000001041068        0.000000000000000                      0.0                      0.0                      0.0    301.98703            5.375232337325214        5.442287477847584        0.000000000000000        0.020049541207013    26500.224661928238000  4877310.242209449400000   808209.419742967580000    20049.541207013324000    21080.972910193916000    99675.602253371151000    99924.119705775127000       51.307441094731757       50.639099833634660       53.250932911390883        0.000000000000000        0.000000000000000     3414.588408843274500      274.381416615280730        5.000000000000000     1995.795275026876700        0.000000000000000        0.000000000000000      115.192826170003500                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0        0.000001800000000        0.000000600000000
      200.528431921595480                      0.0                      0.0        0.000000416219241        0.000003392644788        0.000067423938252        0.000003438516319        0.000028874768313        0.000004490963308        0.000019505879224        0.001247726358522        0.000000412420466        0.000002998623608        0.000000000000000        0.000027677509051        0.005666767741933        0.111563586416586        0.014237360978912        0.000021060860417        0.000279364250859        0.000003438516319        0.000000466613845        0.000000000000000        0.000000000006492        0.000000000000000        0.000011773740374        0.000047357356934        0.000000585907622        0.000000000000000        0.000026238074627        0.000005249140005        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000244669496122        0.000598989512812        0.000000000000000        0.000000821834986        0.000000000000000        0.000000000000000        0.000000001361496        0.000000000000001        0.000000001017442        0.000000000000000                      0.0                      0.0                      0.0    297.9658             6.565879279973022        5.241173061152598        0.000000000000000        0.019937871608220    26683.204503106241000  4877364.182567962400000   807963.071608709290000    19937.871608220124000    21024.546101645679000    99680.194730210860000    99923.253559601231000       64.655255843942129       63.554939669381817       67.018956134633143        0.000000000000000        0.000000000000000     3416.503457803542000      274.189144434146780        5.000000000000000     1569.080592529566700        0.000000000000000        0.000000000000000      115.265346801126460                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0        0.000001800000000        0.000000600000000
      200.529240233880020                      0.0                      0.0        0.000000451306590        0.000003679085856        0.000073199400181        0.000003731301315        0.000031341393875        0.000004872641250        0.000021158508232        0.001353896383184        0.000000447233366        0.000003251824325        0.000000000000000        0.000030034530433        0.006151992119428        0.121124282591234        0.015466860867048        0.000022821278002        0.000303311549596        0.000003731301315        0.000000506182502        0.000000000000000        0.000000000006993        0.000000000000000        0.000012777464976        0.000051415977011        0.000000635448955        0.000000000000000        0.000028481681040        0.000005693947136        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000265568878335        0.000650219790976        0.000000000000000        0.000000890833602        0.000000000000000        0.000000000000000        0.000000001470633        0.000000000000001        0.000000001097088        0.000000000000000        0.000000040124098                      0.0                      0.0    296.997              6.776314887755734        5.192763022057359        0.000000000000000        0.019489418038276    23261.914730541168000  4877081.390531556700000   807585.280792294650000    19489.418038276279000    20561.020453986024000    99694.584270617153000    99924.066818088642000       67.010967309515124       65.831720620293154       69.451515866054848        0.000000000000000        0.000000000000000     3415.360679749061100      274.369317942096470        5.000000000000000     1480.774887136485600        0.000000000000000        0.000000000000000      115.199437140614550                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0        0.000001800000000        0.000000600000000
      200.530053617774970                      0.0                      0.0        0.000000550345613        0.000004488701911        0.000089401867574        0.000004555345215        0.000038268807770        0.000005947747123        0.000025831901248        0.001653285804155        0.000000545725427        0.000003967737005        0.000000000000000        0.000036657351905        0.007513074198025        0.147968416358925        0.018892812904604        0.000027817038736        0.000370535202535        0.000004555345215        0.000000617768888        0.000000000000000        0.000000000008477        0.000000000000000        0.000015602638689        0.000062798625125        0.000000775189310        0.000000000000000        0.000034777171948        0.000006950364272        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000324335414070        0.000794035945655        0.000000000000000        0.000001087778131        0.000000000000000        0.000000000000000        0.000000001789409        0.000000000000002        0.000000001331199        0.000000000000000        0.000000040637539                      0.0                      0.0    297.14005            6.694909478703841        5.199915765412985        5.366709624862496        0.019391286239853    23226.156149284870000  4876941.615126675000000   807262.569182487790000    19391.286239853405000    20454.972084119974000    99674.242237953556000    99922.825886858642000       66.097584430729654       64.947081836932952       68.509445723719338        0.000000000000000        0.000000000000000     3447.074406724224000      273.978720285366190        5.000000000000000     1493.686001033989200        0.000000000000000        0.000000000000000      115.303366709446520                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0        0.000001800000000        0.000000600000000
      200.530876657093810                      0.0                      0.0        0.000000796380895        0.000006495448430        0.000126281333389        0.000006485269567        0.000054560853931        0.000008447701995        0.000036881906694        0.002341956815897        0.000000775221220        0.000005666454507        0.000000000000000        0.000051659775320        0.010626379577311        0.207643961827846        0.026497287088143        0.000039567574078        0.000520799123384        0.000006485269567        0.000000872932162        0.000000000000000        0.000000000012178        0.000000000000000        0.000022266974385        0.000088560472269        0.000001099165334        0.000000000000000        0.000049160766618        0.000009859210963        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000459012713065        0.001123802945983        0.000000000000000        0.000001533417029        0.000000000000000        0.000000000000000        0.000000002566376        0.000000000000002        0.000000001904353        0.000000000000000        0.000000042807082                      0.0                      0.0    295.64514            6.720021812515120        5.187792818460483      130.180710030989870        0.019216333897575     7687.953534288872100  4878151.611083732900000   808275.037664920090000    19216.333897574699000    20271.557233202700000    99692.585849125870000    98327.142791226288000       70.950466042958283       69.706836623195258       73.538451680381371      740.880738064587600     3255.731030871021200     3469.451586424105200      274.082300610155810        5.380868922872860     1487.414322449150200    11331.122504698214000       82.104457802163722      252.477813342957350                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0        0.000001800000000        0.000000600000000
      200.531682076114150        0.000000000000551        0.000000000011720        0.000001105309991        0.000009017504800        0.000149949603381        0.000008105515621        0.000068774150191        0.000010397202425        0.000046835162384        0.002827305869094        0.000000956084837        0.000007229872834        0.000000000000000        0.000060125080425        0.012748413079678        0.235982751408896        0.029992830732752        0.000049317405391        0.000598559545570        0.000008105515621        0.000001038004627        0.000000000000000        0.000000000016719        0.000000000000000        0.000028364457307        0.000104123402664        0.000001336565571        0.000000000000000        0.000058639121530        0.000012051572525        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000552141724420        0.001351238966697        0.000000000000000        0.000001800901942        0.000000000000000        0.000000000000000        0.000000003425398        0.000000000000003        0.000000002516156        0.000000000000000        0.000000057364676                      0.0                      0.0    290.45126            6.649831720350711        5.083308000335183      418.250723405715350        0.017223052023783     3123.828910680247600  4882124.557106776200000   812292.835104453140000    17223.052023782588000    18175.375692935184000    99417.800840337091000    92204.910674571976000       81.918623096896511       80.476931364333041       84.929730644422179     1482.117380299856700     9215.103439035081500     3474.537051277349700      274.258268641127760        5.904675127382318     1270.511142295102200    25461.248888710630000      609.577712491586790      791.957810952814730        0.000000001159367                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0        0.000001800000000        0.000000600000000
      200.532501960076930        0.000000000000560        0.000000000027316        0.000001368073886        0.000011184027846        0.000157103310449        0.000008883141832        0.000076437043959        0.000011167452137        0.000052138348147        0.003006132405404        0.000001021300539        0.000008067692722        0.000000000000000        0.000059878434620        0.013480572308088        0.237533684074565        0.030081983463458        0.000053144373995        0.000608881805966        0.000008883141832        0.000001060692777        0.000000000000000        0.000000000020041        0.000000000000000        0.000031617942698        0.000108193613224        0.000001403423527        0.000000000000000        0.000061113668634        0.000012802869694        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000000000000000        0.000585208401595        0.001433065119346        0.000000000000000        0.000001805967593        0.000000000000000        0.000000000000000        0.000000003988521        0.000000000000004        0.000000002874533        0.000000000000000        0.000000063622962                      0.0                      0.0    287.3847             5.426676330548560        5.123075235388090      185.382477843433890        0.014635206128723     5100.263270990704800  4888186.961229304800000   819529.780158530460000    14635.206128723090000    15412.520566476340000    99056.304341882307000    85696.472722730614000       78.273523922445904       77.180322921439668       81.278551652045365     1369.828840879767100    13225.538291291403000     3513.898118993039100      274.297236254738380        6.000000000000000     1137.299064560122400    26825.950296879852000     1446.890448495223200     1391.693894946479100        0.000000000056643                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0        0.000001800000000        0.000000600000000
